seed,object,action,world_condition,method,trajectory_rmse_m,relative_intervention_rmse,ade_m,fde_m,early_rmse_m,middle_rmse_m,late_rmse_m,direction_error_deg,gross_failure,coverage,coverage_error,mean_interval_width_m,nees,gaussian_nll
2,cloth,diagonal_hook,matched_contact,generative_only,0.010445040378013665,1.38554394891021,0.011215095087252033,0.027049446481720335,0.0024705490837797234,0.008955826338894446,0.015757957972505694,90.64652482276078,False,0.9851190476190477,0.08511904761904765,0.054314517945295064,0.3579232407081574,-3.0344297845451056
2,cloth,diagonal_hook,matched_contact,physics_only,0.001323966311954502,0.17562531552782548,0.0013828834556379585,0.003175591312377094,0.0003482573537324065,0.0012140955722345402,0.0019415164021204126,7.999999999999889,False,1.0,0.09999999999999998,0.007235058500897559,0.32919317357909905,-5.042273767387598
2,cloth,diagonal_hook,matched_contact,hybrid,0.001323966311954502,0.17562531552782548,0.0013828834556379585,0.003175591312377094,0.0003482573537324065,0.0012140955722345402,0.0019415164021204126,7.999999999999889,False,1.0,0.09999999999999998,0.007235058500897559,0.32919317357909905,-5.042273767387598
2,cloth,diagonal_hook,shifted_contact,generative_only,0.008576186127619389,1.7390958539113623,0.00916707098188403,0.023664827548448397,0.0014298269131580318,0.006364214486201101,0.013561483953176391,90.66333888174435,False,0.998015873015873,0.098015873015873,0.054314517945295064,0.23393956005204322,-3.096421624873163
2,cloth,diagonal_hook,shifted_contact,physics_only,0.002762681908056347,0.5602220591392874,0.0025332781738678224,0.004038752526383944,0.0017104700114681957,0.003583602482423166,0.0026648395863190528,8.016814058983428,False,0.8849206349206349,0.015079365079365137,0.007235058500897559,1.2442740184853318,-4.584733344934482
2,cloth,diagonal_hook,shifted_contact,hybrid,0.002762681908056347,0.5602220591392874,0.0025332781738678224,0.004038752526383944,0.0017104700114681957,0.003583602482423166,0.0026648395863190528,8.016814058983428,False,0.8849206349206349,0.015079365079365137,0.007235058500897559,1.2442740184853318,-4.584733344934482
2,soft_block,diagonal_hook,matched_contact,generative_only,0.011894474200505623,1.2962341141920763,0.013058939609188412,0.030182471722936602,0.00280429317164447,0.010547182883793414,0.01773220784618587,94.80894418136874,False,0.984375,0.08437499999999998,0.05699888229471707,0.41757289860769164,-2.9626229741251464
2,soft_block,diagonal_hook,matched_contact,physics_only,0.0015858531434995952,0.17282285118711127,0.0016730477068017887,0.003798100459936931,0.00038200034017159436,0.001459168288894154,0.002328677021221349,8.000000000000071,False,0.9754464285714286,0.07544642857142858,0.0072668342551278145,0.4691069772583783,-4.967604597808714
2,soft_block,diagonal_hook,matched_contact,hybrid,0.001536733433599293,0.16746989126818662,0.001696662560931362,0.00359575315876391,0.00047162958267366186,0.0014751324562030732,0.002194389637580961,8.322700414412592,False,1.0,0.09999999999999998,0.015975044601661822,0.08841372168454839,-4.3884974936016965
2,soft_block,diagonal_hook,shifted_contact,generative_only,0.009288413034231651,1.5492605284192975,0.010220955191934541,0.025390221278737246,0.0016707860562033897,0.007274543352668787,0.014477720241839341,94.82691820286212,False,0.9966517857142857,0.09665178571428568,0.05699888229471707,0.24471425370824804,-3.0490522965748683
2,soft_block,diagonal_hook,shifted_contact,physics_only,0.0030781144782353457,0.5134139971501023,0.0029900242642484495,0.004898357663197626,0.0018664646160365867,0.0038054495008315336,0.0032425177481157307,8.017974021493494,False,0.8125,0.08750000000000002,0.0072668342551278145,1.6644988057220758,-4.369908683576865
