seed,object,held_out_topology,source_objects,action,world_condition,setting,method,observation_fraction,forecast_start_frame,selected_likelihood_scale_m,trajectory_rmse_m,relative_intervention_rmse,ade_m,fde_m,early_rmse_m,middle_rmse_m,late_rmse_m,direction_error_deg,gross_failure,coverage,coverage_error,mean_interval_width_m,nees,gaussian_nll
0,rope,True,cloth;soft_block,diagonal_hook,matched_contact,pre_intervention,nominal_physics,0.0,0,0.0015,0.0035235665224100663,0.1877922145631621,0.002920892115541309,0.0064347742831703525,0.0008046279960276738,0.0035804692962237037,0.004940718755903677,7.999999999999981,False,0.8520408163265306,0.04795918367346941,0.007227446865976768,2.093691783738147,-4.163584324098649
0,rope,True,cloth;soft_block,diagonal_hook,matched_contact,pre_intervention,latent_contact,0.0,0,0.0015,0.006838598777795616,0.36447037421412853,0.005091829205243036,0.0093787948822214,0.002755030072443631,0.008067419076346342,0.008293655131181585,1.3486770567784414,False,0.75,0.15000000000000002,0.007335562185962773,4.071045435164448,-3.450790173546988
0,rope,True,cloth;soft_block,diagonal_hook,matched_contact,pre_intervention,oracle_contact,0.0,0,0.0015,0.002550768367653607,0.13594590525048306,0.002164106547484854,0.00474852499057017,0.0005927547130509671,0.002588302511193995,0.003577683810923529,0.0,False,0.8303571428571429,0.06964285714285712,0.007230492608257868,1.0127350401336543,-4.703386686378691
0,rope,True,cloth;soft_block,diagonal_hook,matched_contact,pre_intervention,oracle_contact_theta,0.0,0,0.0015,0.00010808926104884784,0.005760731796536404,8.22494989444908e-05,0.0001917012491559394,1.7881856321199204e-06,0.00010502681855742354,0.00015716611409764751,0.0,False,1.0,0.09999999999999998,0.006579414507805881,0.002920822088521493,-5.294209154173258
0,rope,True,cloth;soft_block,diagonal_hook,matched_contact,online_adaptation,nominal_physics,0.2,12,0.0015,0.003954869114289507,0.20942280294751564,0.0036983042536304664,0.00643288245572267,0.002211434139001715,0.004205875179407006,0.004996471202277768,8.000000000000117,False,0.8116883116883117,0.08831168831168834,0.007373788252467762,2.6655533492606858,-3.8580132342358646
0,rope,True,cloth;soft_block,diagonal_hook,matched_contact,online_adaptation,latent_contact,0.2,12,0.0015,0.0030209240994264414,0.15996746645994644,0.0029023499086222354,0.005032409441427617,0.0016965238005464817,0.003205543044281815,0.0038194776944660996,0.09785689022835146,False,0.6136363636363636,0.2863636363636364,0.004413873731967289,4.993817436898245,-3.3772525238253532
0,rope,True,cloth;soft_block,diagonal_hook,matched_contact,online_adaptation,oracle_contact,0.2,12,0.0015,0.002803061114553454,0.14843093373734334,0.002692443049518641,0.0046687781376071125,0.0015705738494805447,0.0029732288709840684,0.0035467569581809784,0.0,False,0.797077922077922,0.10292207792207797,0.00746461090771262,1.1971922886799888,-4.580764823877931
0,rope,True,cloth;soft_block,diagonal_hook,matched_contact,online_adaptation,oracle_contact_theta,0.2,12,0.0015,0.00012194113202118946,0.006457167841585656,0.00010468009578721518,0.0001917012491559394,3.255222503934126e-05,0.0001387649097723198,0.0001580085740828695,0.0,False,1.0,0.09999999999999998,0.006579414507805883,0.0037174099196522893,-5.293810860257693
0,rope,True,cloth;soft_block,diagonal_hook,shifted_contact,pre_intervention,nominal_physics,0.0,0,0.0015,0.00735679440545757,0.6386315160033877,0.005747520543966859,0.008272039632052672,0.0035226786752462626,0.009636368823425638,0.0075672805400812315,8.018997441131912,False,0.7168367346938775,0.18316326530612248,0.007227446865976768,9.522209166379987,-0.4493256327777289
0,rope,True,cloth;soft_block,diagonal_hook,shifted_contact,pre_intervention,latent_contact,0.0,0,0.0015,0.002685608346452186,0.23313335063621857,0.002130607234641469,0.002517865125915455,0.0012945078696433806,0.0037665917073589953,0.0023863413662633627,1.3676744979100863,False,0.9553571428571429,0.05535714285714288,0.007335562185962773,0.5962261287614873,-5.188199826748467
